position,WB
minutes,194.0
passes_completed,69.0
passes,90.0
dribbles_completed,2.0
dribbles,3.0
passes_completed_short,25.0
passes_short,29.0
passes_completed_medium,35.0
passes_medium,43.0
passes_completed_long,7.0
passes_long,12.0
passes_total_distance,1263.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,13.0
passes_switches,1.0
crosses,3.0
corner_kicks,0.0
passes_intercepted,2.0
passes_blocked,5.0
dispossessed,2.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,1.0
sca,3.0
gca,0.0
xg,0.7
crosses_into_penalty_area,1.0
passes_into_final_third,5.0
passes_into_penalty_area,1.0
progressive_passes,9.0
carry_progressive_distance,244.0
assisted_shots,0.0
fouled,3.0
pens_won,0.0
tackles,7.0
interceptions,0.0
blocks,6.0
tackles_won,4.0
dribble_tackles,1.0
dribbles_vs,9.0
pressures,58.0
pressure_regains,16.0
clearances,9.0
errors,0.0
aerials_won,2.0
aerials_lost,4.0
ball_recoveries,9.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
