position,RB
minutes,1329.0
passes_completed,506.0
passes,651.0
dribbles_completed,9.0
dribbles,16.0
passes_completed_short,273.0
passes_short,309.0
passes_completed_medium,191.0
passes_medium,238.0
passes_completed_long,31.0
passes_long,83.0
passes_total_distance,7902.0
passes_free_kicks,9.0
through_balls,1.0
passes_pressure,92.0
passes_switches,7.0
crosses,14.0
corner_kicks,1.0
passes_intercepted,12.0
passes_blocked,15.0
dispossessed,11.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,3.0
sca,27.0
gca,1.0
xg,0.1
crosses_into_penalty_area,0.0
passes_into_final_third,26.0
passes_into_penalty_area,5.0
progressive_passes,42.0
carry_progressive_distance,1177.0
assisted_shots,12.0
fouled,11.0
pens_won,0.0
tackles,46.0
interceptions,7.0
blocks,46.0
tackles_won,26.0
dribble_tackles,24.0
dribbles_vs,56.0
pressures,235.0
pressure_regains,78.0
clearances,50.0
errors,0.0
aerials_won,13.0
aerials_lost,18.0
ball_recoveries,134.0
pens_conceded,0.0
fouls,18.0
cards_yellow_red,0.0
