position,CM
minutes,1058.0
passes_completed,341.0
passes,499.0
dribbles_completed,8.0
dribbles,9.0
passes_completed_short,148.0
passes_short,187.0
passes_completed_medium,142.0
passes_medium,199.0
passes_completed_long,42.0
passes_long,95.0
passes_total_distance,6326.0
passes_free_kicks,4.0
through_balls,1.0
passes_pressure,92.0
passes_switches,18.0
crosses,50.0
corner_kicks,2.0
passes_intercepted,7.0
passes_blocked,26.0
dispossessed,12.0
goals,5.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,13.0
shots_on_target,10.0
sca,26.0
gca,6.0
xg,1.5000000000000002
crosses_into_penalty_area,9.0
passes_into_final_third,35.0
passes_into_penalty_area,14.0
progressive_passes,32.0
carry_progressive_distance,1825.0
assisted_shots,15.0
fouled,9.0
pens_won,0.0
tackles,24.0
interceptions,7.0
blocks,17.0
tackles_won,12.0
dribble_tackles,8.0
dribbles_vs,23.0
pressures,237.0
pressure_regains,53.0
clearances,26.0
errors,0.0
aerials_won,9.0
aerials_lost,11.0
ball_recoveries,84.0
pens_conceded,0.0
fouls,32.0
cards_yellow_red,0.0
