position,WB
minutes,180.0
passes_completed,64.0
passes,80.0
dribbles_completed,2.0
dribbles,4.0
passes_completed_short,30.0
passes_short,37.0
passes_completed_medium,29.0
passes_medium,34.0
passes_completed_long,5.0
passes_long,6.0
passes_total_distance,1083.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,15.0
passes_switches,0.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,1.0
passes_blocked,5.0
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,0.0
sca,3.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,1.0
passes_into_penalty_area,2.0
progressive_passes,2.0
carry_progressive_distance,148.0
assisted_shots,2.0
fouled,1.0
pens_won,0.0
tackles,4.0
interceptions,3.0
blocks,5.0
tackles_won,3.0
dribble_tackles,4.0
dribbles_vs,9.0
pressures,54.0
pressure_regains,12.0
clearances,2.0
errors,0.0
aerials_won,1.0
aerials_lost,0.0
ball_recoveries,13.0
pens_conceded,0.0
fouls,6.0
cards_yellow_red,0.0
