position,CM
minutes,1598.0
passes_completed,944.0
passes,1195.0
dribbles_completed,17.0
dribbles,23.0
passes_completed_short,426.0
passes_short,494.0
passes_completed_medium,404.0
passes_medium,473.0
passes_completed_long,99.0
passes_long,196.0
passes_total_distance,16583.0
passes_free_kicks,55.0
through_balls,3.0
passes_pressure,240.0
passes_switches,29.0
crosses,27.0
corner_kicks,39.0
passes_intercepted,15.0
passes_blocked,25.0
dispossessed,27.0
goals,3.0
assists,0.0
pens_made,3.0
pens_att,4.0
shots_total,17.0
shots_on_target,5.0
sca,47.0
gca,3.0
xg,3.8000000000000003
crosses_into_penalty_area,4.0
passes_into_final_third,90.0
passes_into_penalty_area,14.0
progressive_passes,116.0
carry_progressive_distance,1725.0
assisted_shots,35.0
fouled,12.0
pens_won,0.0
tackles,43.0
interceptions,13.0
blocks,23.0
tackles_won,30.0
dribble_tackles,12.0
dribbles_vs,61.0
pressures,530.0
pressure_regains,138.0
clearances,18.0
errors,0.0
aerials_won,12.0
aerials_lost,22.0
ball_recoveries,204.0
pens_conceded,0.0
fouls,14.0
cards_yellow_red,0.0
