position,LB
minutes,338.0
passes_completed,180.0
passes,230.0
dribbles_completed,2.0
dribbles,3.0
passes_completed_short,74.0
passes_short,79.0
passes_completed_medium,88.0
passes_medium,109.0
passes_completed_long,17.0
passes_long,37.0
passes_total_distance,3276.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,46.0
passes_switches,1.0
crosses,5.0
corner_kicks,1.0
passes_intercepted,4.0
passes_blocked,6.0
dispossessed,2.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,0.0
sca,5.0
gca,1.0
xg,0.1
crosses_into_penalty_area,1.0
passes_into_final_third,14.0
passes_into_penalty_area,3.0
progressive_passes,17.0
carry_progressive_distance,393.0
assisted_shots,1.0
fouled,0.0
pens_won,0.0
tackles,11.0
interceptions,2.0
blocks,8.0
tackles_won,5.0
dribble_tackles,5.0
dribbles_vs,12.0
pressures,47.0
pressure_regains,12.0
clearances,7.0
errors,1.0
aerials_won,4.0
aerials_lost,4.0
ball_recoveries,25.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
