position,WB
minutes,1440.0
passes_completed,750.0
passes,968.0
dribbles_completed,21.0
dribbles,39.0
passes_completed_short,267.0
passes_short,293.0
passes_completed_medium,310.0
passes_medium,390.0
passes_completed_long,168.0
passes_long,257.0
passes_total_distance,16681.0
passes_free_kicks,33.0
through_balls,7.0
passes_pressure,155.0
passes_switches,59.0
crosses,57.0
corner_kicks,27.0
passes_intercepted,11.0
passes_blocked,31.0
dispossessed,18.0
goals,2.0
assists,4.0
pens_made,1.0
pens_att,2.0
shots_total,9.0
shots_on_target,4.0
sca,45.0
gca,7.0
xg,2.4000000000000004
crosses_into_penalty_area,13.0
passes_into_final_third,76.0
passes_into_penalty_area,31.0
progressive_passes,103.0
carry_progressive_distance,3637.0
assisted_shots,29.0
fouled,20.0
pens_won,0.0
tackles,22.0
interceptions,24.0
blocks,27.0
tackles_won,17.0
dribble_tackles,8.0
dribbles_vs,17.0
pressures,242.0
pressure_regains,62.0
clearances,28.0
errors,0.0
aerials_won,7.0
aerials_lost,12.0
ball_recoveries,131.0
pens_conceded,1.0
fouls,19.0
cards_yellow_red,0.0
