position,AM
minutes,2479.0
passes_completed,908.0
passes,1192.0
dribbles_completed,30.0
dribbles,46.0
passes_completed_short,470.0
passes_short,578.0
passes_completed_medium,324.0
passes_medium,402.0
passes_completed_long,92.0
passes_long,148.0
passes_total_distance,15205.0
passes_free_kicks,8.0
through_balls,1.0
passes_pressure,271.0
passes_switches,33.0
crosses,35.0
corner_kicks,17.0
passes_intercepted,22.0
passes_blocked,58.0
dispossessed,51.0
goals,5.0
assists,8.0
pens_made,0.0
pens_att,0.0
shots_total,53.0
shots_on_target,17.0
sca,78.0
gca,11.0
xg,4.9
crosses_into_penalty_area,7.0
passes_into_final_third,45.0
passes_into_penalty_area,33.0
progressive_passes,76.0
carry_progressive_distance,2603.0
assisted_shots,42.0
fouled,42.0
pens_won,0.0
tackles,45.0
interceptions,11.0
blocks,32.0
tackles_won,30.0
dribble_tackles,13.0
dribbles_vs,63.0
pressures,731.0
pressure_regains,171.0
clearances,8.0
errors,0.0
aerials_won,9.0
aerials_lost,34.0
ball_recoveries,207.0
pens_conceded,1.0
fouls,27.0
cards_yellow_red,1.0
