position,LW
minutes,1693.0
passes_completed,491.0
passes,618.0
dribbles_completed,38.0
dribbles,72.0
passes_completed_short,264.0
passes_short,311.0
passes_completed_medium,172.0
passes_medium,205.0
passes_completed_long,41.0
passes_long,69.0
passes_total_distance,7949.0
passes_free_kicks,7.0
through_balls,2.0
passes_pressure,153.0
passes_switches,17.0
crosses,21.0
corner_kicks,9.0
passes_intercepted,21.0
passes_blocked,25.0
dispossessed,41.0
goals,5.0
assists,1.0
pens_made,2.0
pens_att,2.0
shots_total,55.0
shots_on_target,21.0
sca,59.0
gca,5.0
xg,5.699999999999999
crosses_into_penalty_area,3.0
passes_into_final_third,34.0
passes_into_penalty_area,17.0
progressive_passes,43.0
carry_progressive_distance,3560.0
assisted_shots,25.0
fouled,34.0
pens_won,1.0
tackles,30.0
interceptions,13.0
blocks,24.0
tackles_won,20.0
dribble_tackles,8.0
dribbles_vs,28.0
pressures,351.0
pressure_regains,82.0
clearances,5.0
errors,0.0
aerials_won,2.0
aerials_lost,14.0
ball_recoveries,104.0
pens_conceded,0.0
fouls,29.0
cards_yellow_red,0.0
