position,FW
minutes,214.0
passes_completed,27.0
passes,40.0
dribbles_completed,1.0
dribbles,2.0
passes_completed_short,18.0
passes_short,21.0
passes_completed_medium,9.0
passes_medium,15.0
passes_completed_long,0.0
passes_long,1.0
passes_total_distance,369.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,10.0
passes_switches,0.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,0.0
passes_blocked,4.0
dispossessed,5.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,2.0
sca,1.0
gca,1.0
xg,0.5
crosses_into_penalty_area,0.0
passes_into_final_third,1.0
passes_into_penalty_area,0.0
progressive_passes,1.0
carry_progressive_distance,104.0
assisted_shots,0.0
fouled,5.0
pens_won,1.0
tackles,3.0
interceptions,1.0
blocks,1.0
tackles_won,1.0
dribble_tackles,1.0
dribbles_vs,7.0
pressures,41.0
pressure_regains,16.0
clearances,2.0
errors,0.0
aerials_won,1.0
aerials_lost,6.0
ball_recoveries,14.0
pens_conceded,0.0
fouls,3.0
cards_yellow_red,0.0
