position,LM
minutes,84
passes_completed,13
passes,20
dribbles_completed,0
dribbles,1
passes_completed_short,9
passes_short,12
passes_completed_medium,3
passes_medium,5
passes_completed_long,1
passes_long,2
passes_total_distance,204
passes_free_kicks,1
through_balls,0
passes_pressure,3
passes_switches,0
crosses,2
corner_kicks,1
passes_intercepted,1
passes_blocked,1
dispossessed,0
goals,1
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,1
sca,1
gca,0
xg,0.1
crosses_into_penalty_area,1
passes_into_final_third,1
passes_into_penalty_area,1
progressive_passes,1
carry_progressive_distance,123
assisted_shots,1
fouled,2
pens_won,0
tackles,3
interceptions,1
blocks,3
tackles_won,1
dribble_tackles,0
dribbles_vs,4
pressures,50
pressure_regains,9
clearances,0
errors,0
aerials_won,0
aerials_lost,1
ball_recoveries,4
pens_conceded,0
fouls,3
cards_yellow_red,0
