position,RB
minutes,90
passes_completed,35
passes,48
dribbles_completed,0
dribbles,0
passes_completed_short,16
passes_short,20
passes_completed_medium,15
passes_medium,19
passes_completed_long,4
passes_long,8
passes_total_distance,643
passes_free_kicks,1
through_balls,0
passes_pressure,9
passes_switches,1
crosses,1
corner_kicks,0
passes_intercepted,0
passes_blocked,1
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,1
gca,0
xg,0.0
crosses_into_penalty_area,1
passes_into_final_third,1
passes_into_penalty_area,3
progressive_passes,3
carry_progressive_distance,140
assisted_shots,0
fouled,0
pens_won,0
tackles,4
interceptions,2
blocks,1
tackles_won,2
dribble_tackles,1
dribbles_vs,4
pressures,20
pressure_regains,8
clearances,2
errors,0
aerials_won,1
aerials_lost,2
ball_recoveries,9
pens_conceded,0
fouls,2
cards_yellow_red,0
