position,RW
minutes,583.0
passes_completed,171.0
passes,247.0
dribbles_completed,17.0
dribbles,28.0
passes_completed_short,69.0
passes_short,88.0
passes_completed_medium,75.0
passes_medium,97.0
passes_completed_long,26.0
passes_long,53.0
passes_total_distance,3340.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,61.0
passes_switches,15.0
crosses,17.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,10.0
dispossessed,16.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,18.0
shots_on_target,3.0
sca,13.0
gca,2.0
xg,0.8
crosses_into_penalty_area,3.0
passes_into_final_third,18.0
passes_into_penalty_area,6.0
progressive_passes,19.0
carry_progressive_distance,879.0
assisted_shots,1.0
fouled,5.0
pens_won,0.0
tackles,20.0
interceptions,5.0
blocks,13.0
tackles_won,10.0
dribble_tackles,3.0
dribbles_vs,11.0
pressures,149.0
pressure_regains,44.0
clearances,4.0
errors,0.0
aerials_won,8.0
aerials_lost,5.0
ball_recoveries,57.0
pens_conceded,0.0
fouls,12.0
cards_yellow_red,0.0
