position,CM
minutes,2522.0
passes_completed,839.0
passes,1071.0
dribbles_completed,28.0
dribbles,49.0
passes_completed_short,308.0
passes_short,369.0
passes_completed_medium,355.0
passes_medium,413.0
passes_completed_long,163.0
passes_long,260.0
passes_total_distance,17547.0
passes_free_kicks,9.0
through_balls,4.0
passes_pressure,182.0
passes_switches,53.0
crosses,17.0
corner_kicks,0.0
passes_intercepted,16.0
passes_blocked,24.0
dispossessed,38.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,20.0
shots_on_target,4.0
sca,33.0
gca,2.0
xg,0.6
crosses_into_penalty_area,6.0
passes_into_final_third,107.0
passes_into_penalty_area,29.0
progressive_passes,108.0
carry_progressive_distance,3030.0
assisted_shots,15.0
fouled,30.0
pens_won,0.0
tackles,59.0
interceptions,34.0
blocks,50.0
tackles_won,41.0
dribble_tackles,18.0
dribbles_vs,80.0
pressures,603.0
pressure_regains,151.0
clearances,39.0
errors,0.0
aerials_won,11.0
aerials_lost,24.0
ball_recoveries,252.0
pens_conceded,0.0
fouls,43.0
cards_yellow_red,0.0
