position,RW
minutes,1200.0
passes_completed,345.0
passes,479.0
dribbles_completed,27.0
dribbles,50.0
passes_completed_short,209.0
passes_short,256.0
passes_completed_medium,108.0
passes_medium,145.0
passes_completed_long,22.0
passes_long,50.0
passes_total_distance,5103.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,122.0
passes_switches,10.0
crosses,39.0
corner_kicks,0.0
passes_intercepted,12.0
passes_blocked,22.0
dispossessed,30.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,18.0
shots_on_target,5.0
sca,43.0
gca,3.0
xg,1.1
crosses_into_penalty_area,7.0
passes_into_final_third,27.0
passes_into_penalty_area,20.0
progressive_passes,42.0
carry_progressive_distance,2994.0
assisted_shots,23.0
fouled,12.0
pens_won,0.0
tackles,13.0
interceptions,6.0
blocks,16.0
tackles_won,10.0
dribble_tackles,7.0
dribbles_vs,15.0
pressures,259.0
pressure_regains,63.0
clearances,6.0
errors,0.0
aerials_won,4.0
aerials_lost,14.0
ball_recoveries,76.0
pens_conceded,0.0
fouls,20.0
cards_yellow_red,0.0
