position,CM
minutes,1443.0
passes_completed,755.0
passes,902.0
dribbles_completed,10.0
dribbles,13.0
passes_completed_short,369.0
passes_short,420.0
passes_completed_medium,310.0
passes_medium,351.0
passes_completed_long,67.0
passes_long,102.0
passes_total_distance,12910.0
passes_free_kicks,20.0
through_balls,2.0
passes_pressure,160.0
passes_switches,20.0
crosses,12.0
corner_kicks,13.0
passes_intercepted,20.0
passes_blocked,22.0
dispossessed,11.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,14.0
shots_on_target,2.0
sca,37.0
gca,2.0
xg,0.8
crosses_into_penalty_area,0.0
passes_into_final_third,77.0
passes_into_penalty_area,5.0
progressive_passes,82.0
carry_progressive_distance,2036.0
assisted_shots,11.0
fouled,25.0
pens_won,0.0
tackles,39.0
interceptions,16.0
blocks,27.0
tackles_won,28.0
dribble_tackles,18.0
dribbles_vs,65.0
pressures,342.0
pressure_regains,91.0
clearances,25.0
errors,0.0
aerials_won,17.0
aerials_lost,17.0
ball_recoveries,171.0
pens_conceded,0.0
fouls,19.0
cards_yellow_red,0.0
