position,LB
minutes,180.0
passes_completed,61.0
passes,83.0
dribbles_completed,2.0
dribbles,3.0
passes_completed_short,27.0
passes_short,31.0
passes_completed_medium,30.0
passes_medium,41.0
passes_completed_long,4.0
passes_long,9.0
passes_total_distance,1045.0
passes_free_kicks,2.0
through_balls,0.0
passes_pressure,9.0
passes_switches,0.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,0.0
passes_blocked,3.0
dispossessed,1.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,0.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,3.0
passes_into_penalty_area,0.0
progressive_passes,6.0
carry_progressive_distance,183.0
assisted_shots,0.0
fouled,1.0
pens_won,0.0
tackles,7.0
interceptions,1.0
blocks,6.0
tackles_won,6.0
dribble_tackles,4.0
dribbles_vs,5.0
pressures,36.0
pressure_regains,10.0
clearances,8.0
errors,0.0
aerials_won,2.0
aerials_lost,2.0
ball_recoveries,8.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
