position,LB
minutes,605.0
passes_completed,311.0
passes,356.0
dribbles_completed,8.0
dribbles,11.0
passes_completed_short,179.0
passes_short,188.0
passes_completed_medium,107.0
passes_medium,123.0
passes_completed_long,24.0
passes_long,39.0
passes_total_distance,5045.0
passes_free_kicks,7.0
through_balls,1.0
passes_pressure,45.0
passes_switches,5.0
crosses,5.0
corner_kicks,0.0
passes_intercepted,5.0
passes_blocked,4.0
dispossessed,10.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,1.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,11.0
passes_into_penalty_area,1.0
progressive_passes,20.0
carry_progressive_distance,935.0
assisted_shots,1.0
fouled,7.0
pens_won,0.0
tackles,12.0
interceptions,1.0
blocks,13.0
tackles_won,8.0
dribble_tackles,4.0
dribbles_vs,8.0
pressures,82.0
pressure_regains,20.0
clearances,21.0
errors,0.0
aerials_won,11.0
aerials_lost,5.0
ball_recoveries,59.0
pens_conceded,0.0
fouls,7.0
cards_yellow_red,0.0
