position,CM
minutes,436.0
passes_completed,123.0
passes,179.0
dribbles_completed,3.0
dribbles,4.0
passes_completed_short,56.0
passes_short,72.0
passes_completed_medium,46.0
passes_medium,70.0
passes_completed_long,16.0
passes_long,31.0
passes_total_distance,2228.0
passes_free_kicks,3.0
through_balls,1.0
passes_pressure,28.0
passes_switches,4.0
crosses,21.0
corner_kicks,2.0
passes_intercepted,3.0
passes_blocked,7.0
dispossessed,3.0
goals,2.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,5.0
sca,12.0
gca,2.0
xg,1.0
crosses_into_penalty_area,3.0
passes_into_final_third,17.0
passes_into_penalty_area,7.0
progressive_passes,13.0
carry_progressive_distance,662.0
assisted_shots,7.0
fouled,3.0
pens_won,0.0
tackles,12.0
interceptions,1.0
blocks,6.0
tackles_won,7.0
dribble_tackles,4.0
dribbles_vs,9.0
pressures,86.0
pressure_regains,22.0
clearances,8.0
errors,0.0
aerials_won,5.0
aerials_lost,5.0
ball_recoveries,37.0
pens_conceded,0.0
fouls,9.0
cards_yellow_red,0.0
