position,RM
minutes,190.0
passes_completed,62.0
passes,81.0
dribbles_completed,4.0
dribbles,5.0
passes_completed_short,35.0
passes_short,41.0
passes_completed_medium,21.0
passes_medium,24.0
passes_completed_long,5.0
passes_long,11.0
passes_total_distance,1001.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,15.0
passes_switches,2.0
crosses,7.0
corner_kicks,2.0
passes_intercepted,0.0
passes_blocked,3.0
dispossessed,3.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,3.0
sca,5.0
gca,0.0
xg,0.2
crosses_into_penalty_area,3.0
passes_into_final_third,6.0
passes_into_penalty_area,5.0
progressive_passes,11.0
carry_progressive_distance,437.0
assisted_shots,1.0
fouled,1.0
pens_won,0.0
tackles,7.0
interceptions,4.0
blocks,5.0
tackles_won,4.0
dribble_tackles,3.0
dribbles_vs,7.0
pressures,51.0
pressure_regains,15.0
clearances,1.0
errors,0.0
aerials_won,3.0
aerials_lost,3.0
ball_recoveries,17.0
pens_conceded,0.0
fouls,3.0
cards_yellow_red,0.0
