position,CM
minutes,77
passes_completed,37
passes,42
dribbles_completed,0
dribbles,2
passes_completed_short,18
passes_short,20
passes_completed_medium,9
passes_medium,11
passes_completed_long,9
passes_long,10
passes_total_distance,749
passes_free_kicks,1
through_balls,0
passes_pressure,5
passes_switches,2
crosses,0
corner_kicks,0
passes_intercepted,1
passes_blocked,0
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,1
gca,1
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,4
passes_into_penalty_area,0
progressive_passes,3
carry_progressive_distance,177
assisted_shots,0
fouled,3
pens_won,0
tackles,1
interceptions,1
blocks,0
tackles_won,1
dribble_tackles,1
dribbles_vs,3
pressures,38
pressure_regains,11
clearances,2
errors,0
aerials_won,2
aerials_lost,1
ball_recoveries,12
pens_conceded,0
fouls,0
cards_yellow_red,0
