position,CM
minutes,364.0
passes_completed,122.0
passes,143.0
dribbles_completed,3.0
dribbles,4.0
passes_completed_short,42.0
passes_short,47.0
passes_completed_medium,59.0
passes_medium,65.0
passes_completed_long,20.0
passes_long,26.0
passes_total_distance,2543.0
passes_free_kicks,2.0
through_balls,0.0
passes_pressure,28.0
passes_switches,2.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,2.0
passes_blocked,3.0
dispossessed,6.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,1.0
sca,8.0
gca,2.0
xg,0.1
crosses_into_penalty_area,0.0
passes_into_final_third,8.0
passes_into_penalty_area,2.0
progressive_passes,13.0
carry_progressive_distance,549.0
assisted_shots,1.0
fouled,11.0
pens_won,0.0
tackles,25.0
interceptions,2.0
blocks,13.0
tackles_won,12.0
dribble_tackles,8.0
dribbles_vs,18.0
pressures,128.0
pressure_regains,33.0
clearances,6.0
errors,0.0
aerials_won,3.0
aerials_lost,2.0
ball_recoveries,39.0
pens_conceded,0.0
fouls,9.0
cards_yellow_red,0.0
