position,AM
minutes,450.0
passes_completed,236.0
passes,297.0
dribbles_completed,6.0
dribbles,8.0
passes_completed_short,92.0
passes_short,105.0
passes_completed_medium,82.0
passes_medium,94.0
passes_completed_long,61.0
passes_long,91.0
passes_total_distance,5293.0
passes_free_kicks,22.0
through_balls,0.0
passes_pressure,60.0
passes_switches,26.0
crosses,7.0
corner_kicks,11.0
passes_intercepted,2.0
passes_blocked,12.0
dispossessed,8.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,7.0
shots_on_target,0.0
sca,20.0
gca,0.0
xg,0.2
crosses_into_penalty_area,1.0
passes_into_final_third,38.0
passes_into_penalty_area,6.0
progressive_passes,30.0
carry_progressive_distance,553.0
assisted_shots,12.0
fouled,15.0
pens_won,0.0
tackles,3.0
interceptions,0.0
blocks,2.0
tackles_won,3.0
dribble_tackles,1.0
dribbles_vs,10.0
pressures,83.0
pressure_regains,23.0
clearances,1.0
errors,0.0
aerials_won,3.0
aerials_lost,3.0
ball_recoveries,35.0
pens_conceded,0.0
fouls,4.0
cards_yellow_red,0.0
