position,RB
minutes,2971.0
passes_completed,1294.0
passes,1723.0
dribbles_completed,21.0
dribbles,34.0
passes_completed_short,610.0
passes_short,688.0
passes_completed_medium,543.0
passes_medium,706.0
passes_completed_long,120.0
passes_long,246.0
passes_total_distance,22202.0
passes_free_kicks,15.0
through_balls,2.0
passes_pressure,260.0
passes_switches,20.0
crosses,70.0
corner_kicks,0.0
passes_intercepted,26.0
passes_blocked,70.0
dispossessed,17.0
goals,1.0
assists,5.0
pens_made,0.0
pens_att,0.0
shots_total,14.0
shots_on_target,4.0
sca,73.0
gca,12.0
xg,1.1
crosses_into_penalty_area,18.0
passes_into_final_third,91.0
passes_into_penalty_area,37.0
progressive_passes,123.0
carry_progressive_distance,3541.0
assisted_shots,34.0
fouled,29.0
pens_won,2.0
tackles,92.0
interceptions,34.0
blocks,70.0
tackles_won,55.0
dribble_tackles,31.0
dribbles_vs,98.0
pressures,570.0
pressure_regains,186.0
clearances,68.0
errors,1.0
aerials_won,15.0
aerials_lost,28.0
ball_recoveries,300.0
pens_conceded,3.0
fouls,55.0
cards_yellow_red,0.0
