position,AM
minutes,471.0
passes_completed,114.0
passes,175.0
dribbles_completed,10.0
dribbles,13.0
passes_completed_short,44.0
passes_short,66.0
passes_completed_medium,49.0
passes_medium,72.0
passes_completed_long,18.0
passes_long,27.0
passes_total_distance,2237.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,45.0
passes_switches,4.0
crosses,4.0
corner_kicks,0.0
passes_intercepted,2.0
passes_blocked,6.0
dispossessed,5.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,16.0
shots_on_target,7.0
sca,17.0
gca,0.0
xg,0.9
crosses_into_penalty_area,1.0
passes_into_final_third,15.0
passes_into_penalty_area,2.0
progressive_passes,21.0
carry_progressive_distance,260.0
assisted_shots,8.0
fouled,7.0
pens_won,0.0
tackles,6.0
interceptions,3.0
blocks,8.0
tackles_won,2.0
dribble_tackles,1.0
dribbles_vs,5.0
pressures,117.0
pressure_regains,16.0
clearances,4.0
errors,0.0
aerials_won,24.0
aerials_lost,7.0
ball_recoveries,30.0
pens_conceded,0.0
fouls,3.0
cards_yellow_red,0.0
