position,RB
minutes,1015.0
passes_completed,365.0
passes,468.0
dribbles_completed,11.0
dribbles,15.0
passes_completed_short,159.0
passes_short,180.0
passes_completed_medium,164.0
passes_medium,198.0
passes_completed_long,37.0
passes_long,72.0
passes_total_distance,6521.0
passes_free_kicks,17.0
through_balls,1.0
passes_pressure,81.0
passes_switches,3.0
crosses,10.0
corner_kicks,0.0
passes_intercepted,5.0
passes_blocked,19.0
dispossessed,9.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,0.0
sca,5.0
gca,1.0
xg,0.3
crosses_into_penalty_area,1.0
passes_into_final_third,24.0
passes_into_penalty_area,2.0
progressive_passes,30.0
carry_progressive_distance,1246.0
assisted_shots,3.0
fouled,9.0
pens_won,0.0
tackles,26.0
interceptions,17.0
blocks,19.0
tackles_won,17.0
dribble_tackles,10.0
dribbles_vs,19.0
pressures,171.0
pressure_regains,52.0
clearances,41.0
errors,0.0
aerials_won,10.0
aerials_lost,9.0
ball_recoveries,118.0
pens_conceded,2.0
fouls,15.0
cards_yellow_red,0.0
