position,RW
minutes,1476.0
passes_completed,511.0
passes,661.0
dribbles_completed,39.0
dribbles,51.0
passes_completed_short,269.0
passes_short,321.0
passes_completed_medium,200.0
passes_medium,245.0
passes_completed_long,31.0
passes_long,68.0
passes_total_distance,7972.0
passes_free_kicks,7.0
through_balls,0.0
passes_pressure,116.0
passes_switches,6.0
crosses,1.0
corner_kicks,1.0
passes_intercepted,20.0
passes_blocked,17.0
dispossessed,26.0
goals,1.0
assists,3.0
pens_made,0.0
pens_att,0.0
shots_total,18.0
shots_on_target,5.0
sca,47.0
gca,5.0
xg,2.2000000000000006
crosses_into_penalty_area,0.0
passes_into_final_third,57.0
passes_into_penalty_area,8.0
progressive_passes,55.0
carry_progressive_distance,1974.0
assisted_shots,19.0
fouled,35.0
pens_won,1.0
tackles,19.0
interceptions,11.0
blocks,16.0
tackles_won,10.0
dribble_tackles,5.0
dribbles_vs,23.0
pressures,333.0
pressure_regains,75.0
clearances,4.0
errors,0.0
aerials_won,15.0
aerials_lost,17.0
ball_recoveries,128.0
pens_conceded,0.0
fouls,35.0
cards_yellow_red,0.0
