position,RW
minutes,601.0
passes_completed,127.0
passes,192.0
dribbles_completed,7.0
dribbles,14.0
passes_completed_short,78.0
passes_short,97.0
passes_completed_medium,37.0
passes_medium,53.0
passes_completed_long,10.0
passes_long,28.0
passes_total_distance,1928.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,48.0
passes_switches,4.0
crosses,15.0
corner_kicks,0.0
passes_intercepted,4.0
passes_blocked,15.0
dispossessed,12.0
goals,1.0
assists,0.0
pens_made,1.0
pens_att,1.0
shots_total,7.0
shots_on_target,2.0
sca,6.0
gca,0.0
xg,0.9
crosses_into_penalty_area,3.0
passes_into_final_third,1.0
passes_into_penalty_area,4.0
progressive_passes,10.0
carry_progressive_distance,453.0
assisted_shots,4.0
fouled,5.0
pens_won,0.0
tackles,7.0
interceptions,6.0
blocks,15.0
tackles_won,4.0
dribble_tackles,1.0
dribbles_vs,4.0
pressures,76.0
pressure_regains,26.0
clearances,10.0
errors,0.0
aerials_won,6.0
aerials_lost,13.0
ball_recoveries,54.0
pens_conceded,0.0
fouls,8.0
cards_yellow_red,0.0
