position,LB
minutes,1125.0
passes_completed,521.0
passes,671.0
dribbles_completed,12.0
dribbles,20.0
passes_completed_short,264.0
passes_short,299.0
passes_completed_medium,206.0
passes_medium,260.0
passes_completed_long,45.0
passes_long,89.0
passes_total_distance,8839.0
passes_free_kicks,8.0
through_balls,1.0
passes_pressure,137.0
passes_switches,8.0
crosses,25.0
corner_kicks,1.0
passes_intercepted,20.0
passes_blocked,19.0
dispossessed,10.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,9.0
shots_on_target,3.0
sca,21.0
gca,1.0
xg,0.9
crosses_into_penalty_area,7.0
passes_into_final_third,34.0
passes_into_penalty_area,10.0
progressive_passes,57.0
carry_progressive_distance,1666.0
assisted_shots,10.0
fouled,7.0
pens_won,0.0
tackles,37.0
interceptions,16.0
blocks,30.0
tackles_won,21.0
dribble_tackles,10.0
dribbles_vs,28.0
pressures,223.0
pressure_regains,69.0
clearances,44.0
errors,0.0
aerials_won,18.0
aerials_lost,15.0
ball_recoveries,154.0
pens_conceded,0.0
fouls,20.0
cards_yellow_red,0.0
