position,DM
minutes,1494.0
passes_completed,666.0
passes,840.0
dribbles_completed,23.0
dribbles,37.0
passes_completed_short,255.0
passes_short,312.0
passes_completed_medium,301.0
passes_medium,334.0
passes_completed_long,107.0
passes_long,174.0
passes_total_distance,13288.0
passes_free_kicks,28.0
through_balls,1.0
passes_pressure,163.0
passes_switches,34.0
crosses,4.0
corner_kicks,1.0
passes_intercepted,10.0
passes_blocked,17.0
dispossessed,19.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,10.0
shots_on_target,2.0
sca,31.0
gca,1.0
xg,0.1
crosses_into_penalty_area,1.0
passes_into_final_third,84.0
passes_into_penalty_area,10.0
progressive_passes,95.0
carry_progressive_distance,1926.0
assisted_shots,13.0
fouled,20.0
pens_won,0.0
tackles,47.0
interceptions,11.0
blocks,26.0
tackles_won,34.0
dribble_tackles,11.0
dribbles_vs,42.0
pressures,348.0
pressure_regains,87.0
clearances,49.0
errors,1.0
aerials_won,23.0
aerials_lost,11.0
ball_recoveries,203.0
pens_conceded,0.0
fouls,31.0
cards_yellow_red,0.0
