position,RB
minutes,1342.0
passes_completed,479.0
passes,644.0
dribbles_completed,16.0
dribbles,30.0
passes_completed_short,235.0
passes_short,268.0
passes_completed_medium,188.0
passes_medium,256.0
passes_completed_long,48.0
passes_long,94.0
passes_total_distance,8234.0
passes_free_kicks,10.0
through_balls,0.0
passes_pressure,102.0
passes_switches,12.0
crosses,29.0
corner_kicks,0.0
passes_intercepted,25.0
passes_blocked,21.0
dispossessed,16.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,1.0
sca,19.0
gca,1.0
xg,0.2
crosses_into_penalty_area,11.0
passes_into_final_third,37.0
passes_into_penalty_area,17.0
progressive_passes,49.0
carry_progressive_distance,1888.0
assisted_shots,10.0
fouled,18.0
pens_won,0.0
tackles,37.0
interceptions,14.0
blocks,27.0
tackles_won,23.0
dribble_tackles,16.0
dribbles_vs,30.0
pressures,211.0
pressure_regains,67.0
clearances,26.0
errors,0.0
aerials_won,6.0
aerials_lost,11.0
ball_recoveries,127.0
pens_conceded,1.0
fouls,13.0
cards_yellow_red,0.0
