position,CM
minutes,2237.0
passes_completed,1071.0
passes,1323.0
dribbles_completed,27.0
dribbles,37.0
passes_completed_short,453.0
passes_short,536.0
passes_completed_medium,410.0
passes_medium,476.0
passes_completed_long,181.0
passes_long,255.0
passes_total_distance,20925.0
passes_free_kicks,60.0
through_balls,9.0
passes_pressure,273.0
passes_switches,65.0
crosses,31.0
corner_kicks,35.0
passes_intercepted,23.0
passes_blocked,32.0
dispossessed,22.0
goals,3.0
assists,5.0
pens_made,0.0
pens_att,0.0
shots_total,54.0
shots_on_target,9.0
sca,114.0
gca,10.0
xg,2.9000000000000004
crosses_into_penalty_area,4.0
passes_into_final_third,118.0
passes_into_penalty_area,31.0
progressive_passes,135.0
carry_progressive_distance,3009.0
assisted_shots,67.0
fouled,20.0
pens_won,0.0
tackles,51.0
interceptions,24.0
blocks,44.0
tackles_won,32.0
dribble_tackles,8.0
dribbles_vs,42.0
pressures,781.0
pressure_regains,211.0
clearances,16.0
errors,0.0
aerials_won,14.0
aerials_lost,23.0
ball_recoveries,259.0
pens_conceded,0.0
fouls,29.0
cards_yellow_red,0.0
