position,LB
minutes,3187.0
passes_completed,1213.0
passes,1610.0
dribbles_completed,60.0
dribbles,96.0
passes_completed_short,599.0
passes_short,700.0
passes_completed_medium,494.0
passes_medium,632.0
passes_completed_long,108.0
passes_long,224.0
passes_total_distance,20533.0
passes_free_kicks,23.0
through_balls,1.0
passes_pressure,264.0
passes_switches,26.0
crosses,86.0
corner_kicks,0.0
passes_intercepted,21.0
passes_blocked,63.0
dispossessed,33.0
goals,0.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,3.0
sca,52.0
gca,7.0
xg,0.5
crosses_into_penalty_area,18.0
passes_into_final_third,107.0
passes_into_penalty_area,29.0
progressive_passes,120.0
carry_progressive_distance,4987.0
assisted_shots,28.0
fouled,55.0
pens_won,1.0
tackles,102.0
interceptions,29.0
blocks,82.0
tackles_won,58.0
dribble_tackles,52.0
dribbles_vs,94.0
pressures,554.0
pressure_regains,163.0
clearances,84.0
errors,3.0
aerials_won,56.0
aerials_lost,36.0
ball_recoveries,332.0
pens_conceded,1.0
fouls,31.0
cards_yellow_red,0.0
