position,LW
minutes,788.0
passes_completed,216.0
passes,306.0
dribbles_completed,16.0
dribbles,20.0
passes_completed_short,83.0
passes_short,116.0
passes_completed_medium,92.0
passes_medium,125.0
passes_completed_long,36.0
passes_long,52.0
passes_total_distance,4198.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,78.0
passes_switches,7.0
crosses,7.0
corner_kicks,0.0
passes_intercepted,5.0
passes_blocked,8.0
dispossessed,10.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,26.0
shots_on_target,8.0
sca,24.0
gca,1.0
xg,1.4000000000000001
crosses_into_penalty_area,1.0
passes_into_final_third,27.0
passes_into_penalty_area,8.0
progressive_passes,39.0
carry_progressive_distance,528.0
assisted_shots,10.0
fouled,9.0
pens_won,0.0
tackles,12.0
interceptions,3.0
blocks,13.0
tackles_won,5.0
dribble_tackles,1.0
dribbles_vs,7.0
pressures,174.0
pressure_regains,30.0
clearances,12.0
errors,0.0
aerials_won,35.0
aerials_lost,14.0
ball_recoveries,55.0
pens_conceded,0.0
fouls,10.0
cards_yellow_red,0.0
