position,CB
minutes,449.0
passes_completed,167.0
passes,198.0
dribbles_completed,0.0
dribbles,1.0
passes_completed_short,41.0
passes_short,48.0
passes_completed_medium,87.0
passes_medium,96.0
passes_completed_long,39.0
passes_long,51.0
passes_total_distance,3760.0
passes_free_kicks,4.0
through_balls,0.0
passes_pressure,17.0
passes_switches,5.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,2.0
passes_blocked,3.0
dispossessed,1.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,2.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,6.0
passes_into_penalty_area,0.0
progressive_passes,7.0
carry_progressive_distance,349.0
assisted_shots,0.0
fouled,0.0
pens_won,0.0
tackles,11.0
interceptions,2.0
blocks,4.0
tackles_won,4.0
dribble_tackles,3.0
dribbles_vs,7.0
pressures,34.0
pressure_regains,10.0
clearances,26.0
errors,0.0
aerials_won,9.0
aerials_lost,6.0
ball_recoveries,47.0
pens_conceded,0.0
fouls,4.0
cards_yellow_red,0.0
