position,DM
minutes,752.0
passes_completed,255.0
passes,320.0
dribbles_completed,0.0
dribbles,0.0
passes_completed_short,110.0
passes_short,129.0
passes_completed_medium,108.0
passes_medium,137.0
passes_completed_long,25.0
passes_long,36.0
passes_total_distance,4345.0
passes_free_kicks,8.0
through_balls,0.0
passes_pressure,54.0
passes_switches,1.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,6.0
passes_blocked,9.0
dispossessed,1.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,1.0
sca,12.0
gca,0.0
xg,0.4
crosses_into_penalty_area,0.0
passes_into_final_third,18.0
passes_into_penalty_area,1.0
progressive_passes,22.0
carry_progressive_distance,386.0
assisted_shots,4.0
fouled,8.0
pens_won,0.0
tackles,23.0
interceptions,13.0
blocks,11.0
tackles_won,16.0
dribble_tackles,10.0
dribbles_vs,21.0
pressures,159.0
pressure_regains,53.0
clearances,22.0
errors,0.0
aerials_won,11.0
aerials_lost,10.0
ball_recoveries,127.0
pens_conceded,0.0
fouls,13.0
cards_yellow_red,0.0
