position,RW
minutes,772.0
passes_completed,265.0
passes,372.0
dribbles_completed,29.0
dribbles,51.0
passes_completed_short,137.0
passes_short,167.0
passes_completed_medium,95.0
passes_medium,123.0
passes_completed_long,29.0
passes_long,69.0
passes_total_distance,4569.0
passes_free_kicks,14.0
through_balls,1.0
passes_pressure,54.0
passes_switches,19.0
crosses,28.0
corner_kicks,19.0
passes_intercepted,8.0
passes_blocked,14.0
dispossessed,25.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,27.0
shots_on_target,7.0
sca,41.0
gca,2.0
xg,3.0
crosses_into_penalty_area,3.0
passes_into_final_third,17.0
passes_into_penalty_area,11.0
progressive_passes,39.0
carry_progressive_distance,1890.0
assisted_shots,15.0
fouled,17.0
pens_won,0.0
tackles,7.0
interceptions,3.0
blocks,9.0
tackles_won,6.0
dribble_tackles,1.0
dribbles_vs,14.0
pressures,185.0
pressure_regains,50.0
clearances,1.0
errors,0.0
aerials_won,0.0
aerials_lost,7.0
ball_recoveries,61.0
pens_conceded,0.0
fouls,6.0
cards_yellow_red,0.0
