position,LW
minutes,1333.0
passes_completed,480.0
passes,620.0
dribbles_completed,16.0
dribbles,27.0
passes_completed_short,196.0
passes_short,229.0
passes_completed_medium,197.0
passes_medium,231.0
passes_completed_long,81.0
passes_long,141.0
passes_total_distance,9545.0
passes_free_kicks,32.0
through_balls,2.0
passes_pressure,156.0
passes_switches,38.0
crosses,20.0
corner_kicks,29.0
passes_intercepted,9.0
passes_blocked,9.0
dispossessed,25.0
goals,2.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,21.0
shots_on_target,7.0
sca,30.0
gca,0.0
xg,1.2000000000000002
crosses_into_penalty_area,3.0
passes_into_final_third,47.0
passes_into_penalty_area,7.0
progressive_passes,49.0
carry_progressive_distance,1664.0
assisted_shots,23.0
fouled,23.0
pens_won,0.0
tackles,29.0
interceptions,7.0
blocks,16.0
tackles_won,17.0
dribble_tackles,9.0
dribbles_vs,38.0
pressures,442.0
pressure_regains,123.0
clearances,21.0
errors,0.0
aerials_won,27.0
aerials_lost,22.0
ball_recoveries,113.0
pens_conceded,0.0
fouls,24.0
cards_yellow_red,0.0
