position,CM
minutes,1595.0
passes_completed,761.0
passes,893.0
dribbles_completed,25.0
dribbles,33.0
passes_completed_short,361.0
passes_short,408.0
passes_completed_medium,309.0
passes_medium,351.0
passes_completed_long,76.0
passes_long,112.0
passes_total_distance,13018.0
passes_free_kicks,14.0
through_balls,2.0
passes_pressure,189.0
passes_switches,26.0
crosses,9.0
corner_kicks,0.0
passes_intercepted,13.0
passes_blocked,9.0
dispossessed,23.0
goals,2.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,18.0
shots_on_target,4.0
sca,31.0
gca,2.0
xg,0.9
crosses_into_penalty_area,3.0
passes_into_final_third,52.0
passes_into_penalty_area,12.0
progressive_passes,60.0
carry_progressive_distance,1440.0
assisted_shots,13.0
fouled,18.0
pens_won,0.0
tackles,55.0
interceptions,16.0
blocks,44.0
tackles_won,34.0
dribble_tackles,19.0
dribbles_vs,61.0
pressures,425.0
pressure_regains,116.0
clearances,29.0
errors,0.0
aerials_won,23.0
aerials_lost,14.0
ball_recoveries,228.0
pens_conceded,0.0
fouls,14.0
cards_yellow_red,0.0
