position,LB
minutes,180.0
passes_completed,58.0
passes,77.0
dribbles_completed,2.0
dribbles,4.0
passes_completed_short,33.0
passes_short,35.0
passes_completed_medium,22.0
passes_medium,27.0
passes_completed_long,2.0
passes_long,12.0
passes_total_distance,922.0
passes_free_kicks,2.0
through_balls,0.0
passes_pressure,8.0
passes_switches,2.0
crosses,5.0
corner_kicks,0.0
passes_intercepted,2.0
passes_blocked,2.0
dispossessed,2.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,1.0
sca,2.0
gca,1.0
xg,0.0
crosses_into_penalty_area,1.0
passes_into_final_third,4.0
passes_into_penalty_area,2.0
progressive_passes,4.0
carry_progressive_distance,180.0
assisted_shots,1.0
fouled,3.0
pens_won,0.0
tackles,10.0
interceptions,1.0
blocks,1.0
tackles_won,7.0
dribble_tackles,5.0
dribbles_vs,7.0
pressures,21.0
pressure_regains,10.0
clearances,2.0
errors,0.0
aerials_won,0.0
aerials_lost,2.0
ball_recoveries,14.0
pens_conceded,0.0
fouls,0.0
cards_yellow_red,0.0
