position,CB
minutes,2298.0
passes_completed,1153.0
passes,1414.0
dribbles_completed,16.0
dribbles,30.0
passes_completed_short,396.0
passes_short,449.0
passes_completed_medium,571.0
passes_medium,657.0
passes_completed_long,174.0
passes_long,272.0
passes_total_distance,23544.0
passes_free_kicks,16.0
through_balls,1.0
passes_pressure,250.0
passes_switches,59.0
crosses,27.0
corner_kicks,2.0
passes_intercepted,27.0
passes_blocked,34.0
dispossessed,12.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,7.0
shots_on_target,0.0
sca,24.0
gca,2.0
xg,0.1
crosses_into_penalty_area,8.0
passes_into_final_third,90.0
passes_into_penalty_area,18.0
progressive_passes,104.0
carry_progressive_distance,3133.0
assisted_shots,11.0
fouled,9.0
pens_won,0.0
tackles,63.0
interceptions,31.0
blocks,48.0
tackles_won,33.0
dribble_tackles,25.0
dribbles_vs,52.0
pressures,364.0
pressure_regains,117.0
clearances,68.0
errors,3.0
aerials_won,17.0
aerials_lost,23.0
ball_recoveries,228.0
pens_conceded,1.0
fouls,27.0
cards_yellow_red,0.0
