position,CB
minutes,2957.0
passes_completed,1567.0
passes,1895.0
dribbles_completed,0.0
dribbles,2.0
passes_completed_short,334.0
passes_short,358.0
passes_completed_medium,869.0
passes_medium,938.0
passes_completed_long,354.0
passes_long,573.0
passes_total_distance,37304.0
passes_free_kicks,72.0
through_balls,6.0
passes_pressure,205.0
passes_switches,65.0
crosses,8.0
corner_kicks,0.0
passes_intercepted,9.0
passes_blocked,12.0
dispossessed,2.0
goals,2.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,16.0
shots_on_target,5.0
sca,21.0
gca,3.0
xg,0.8999999999999999
crosses_into_penalty_area,1.0
passes_into_final_third,130.0
passes_into_penalty_area,16.0
progressive_passes,87.0
carry_progressive_distance,3057.0
assisted_shots,11.0
fouled,4.0
pens_won,0.0
tackles,44.0
interceptions,11.0
blocks,69.0
tackles_won,24.0
dribble_tackles,14.0
dribbles_vs,36.0
pressures,258.0
pressure_regains,83.0
clearances,229.0
errors,3.0
aerials_won,76.0
aerials_lost,54.0
ball_recoveries,322.0
pens_conceded,0.0
fouls,18.0
cards_yellow_red,0.0
