position,FW
minutes,3236.0
passes_completed,732.0
passes,1009.0
dribbles_completed,75.0
dribbles,110.0
passes_completed_short,416.0
passes_short,506.0
passes_completed_medium,207.0
passes_medium,273.0
passes_completed_long,79.0
passes_long,131.0
passes_total_distance,11852.0
passes_free_kicks,3.0
through_balls,7.0
passes_pressure,300.0
passes_switches,37.0
crosses,30.0
corner_kicks,1.0
passes_intercepted,27.0
passes_blocked,50.0
dispossessed,88.0
goals,17.0
assists,6.0
pens_made,4.0
pens_att,4.0
shots_total,114.0
shots_on_target,39.0
sca,87.0
gca,12.0
xg,14.799999999999999
crosses_into_penalty_area,4.0
passes_into_final_third,63.0
passes_into_penalty_area,24.0
progressive_passes,79.0
carry_progressive_distance,3672.0
assisted_shots,42.0
fouled,35.0
pens_won,2.0
tackles,29.0
interceptions,16.0
blocks,32.0
tackles_won,23.0
dribble_tackles,2.0
dribbles_vs,26.0
pressures,588.0
pressure_regains,141.0
clearances,31.0
errors,0.0
aerials_won,76.0
aerials_lost,115.0
ball_recoveries,166.0
pens_conceded,0.0
fouls,40.0
cards_yellow_red,0.0
