position,LB
minutes,2291.0
passes_completed,894.0
passes,1219.0
dribbles_completed,10.0
dribbles,23.0
passes_completed_short,420.0
passes_short,473.0
passes_completed_medium,356.0
passes_medium,465.0
passes_completed_long,102.0
passes_long,228.0
passes_total_distance,16474.0
passes_free_kicks,33.0
through_balls,0.0
passes_pressure,219.0
passes_switches,34.0
crosses,55.0
corner_kicks,10.0
passes_intercepted,18.0
passes_blocked,41.0
dispossessed,20.0
goals,1.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,7.0
shots_on_target,4.0
sca,56.0
gca,5.0
xg,0.5
crosses_into_penalty_area,12.0
passes_into_final_third,76.0
passes_into_penalty_area,30.0
progressive_passes,118.0
carry_progressive_distance,1853.0
assisted_shots,26.0
fouled,17.0
pens_won,0.0
tackles,57.0
interceptions,21.0
blocks,68.0
tackles_won,33.0
dribble_tackles,20.0
dribbles_vs,56.0
pressures,372.0
pressure_regains,109.0
clearances,88.0
errors,1.0
aerials_won,32.0
aerials_lost,37.0
ball_recoveries,240.0
pens_conceded,0.0
fouls,26.0
cards_yellow_red,0.0
