position,WB
minutes,126.0
passes_completed,35.0
passes,49.0
dribbles_completed,0.0
dribbles,0.0
passes_completed_short,13.0
passes_short,14.0
passes_completed_medium,13.0
passes_medium,18.0
passes_completed_long,6.0
passes_long,14.0
passes_total_distance,700.0
passes_free_kicks,4.0
through_balls,0.0
passes_pressure,7.0
passes_switches,4.0
crosses,3.0
corner_kicks,0.0
passes_intercepted,0.0
passes_blocked,0.0
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,4.0
gca,0.0
xg,0.0
crosses_into_penalty_area,1.0
passes_into_final_third,4.0
passes_into_penalty_area,1.0
progressive_passes,2.0
carry_progressive_distance,67.0
assisted_shots,2.0
fouled,0.0
pens_won,0.0
tackles,1.0
interceptions,4.0
blocks,5.0
tackles_won,0.0
dribble_tackles,1.0
dribbles_vs,2.0
pressures,26.0
pressure_regains,5.0
clearances,4.0
errors,1.0
aerials_won,2.0
aerials_lost,1.0
ball_recoveries,9.0
pens_conceded,0.0
fouls,0.0
cards_yellow_red,0.0
