position,RW
minutes,2242.0
passes_completed,581.0
passes,799.0
dribbles_completed,71.0
dribbles,114.0
passes_completed_short,336.0
passes_short,402.0
passes_completed_medium,197.0
passes_medium,269.0
passes_completed_long,33.0
passes_long,71.0
passes_total_distance,8736.0
passes_free_kicks,5.0
through_balls,6.0
passes_pressure,218.0
passes_switches,6.0
crosses,27.0
corner_kicks,4.0
passes_intercepted,20.0
passes_blocked,38.0
dispossessed,69.0
goals,4.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,56.0
shots_on_target,13.0
sca,88.0
gca,9.0
xg,6.1999999999999975
crosses_into_penalty_area,3.0
passes_into_final_third,43.0
passes_into_penalty_area,32.0
progressive_passes,77.0
carry_progressive_distance,3828.0
assisted_shots,32.0
fouled,63.0
pens_won,0.0
tackles,53.0
interceptions,14.0
blocks,40.0
tackles_won,33.0
dribble_tackles,12.0
dribbles_vs,60.0
pressures,532.0
pressure_regains,144.0
clearances,21.0
errors,0.0
aerials_won,57.0
aerials_lost,83.0
ball_recoveries,199.0
pens_conceded,0.0
fouls,31.0
cards_yellow_red,0.0
