position,CM
minutes,195.0
passes_completed,60.0
passes,81.0
dribbles_completed,1.0
dribbles,1.0
passes_completed_short,25.0
passes_short,29.0
passes_completed_medium,22.0
passes_medium,33.0
passes_completed_long,12.0
passes_long,16.0
passes_total_distance,1315.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,15.0
passes_switches,6.0
crosses,2.0
corner_kicks,0.0
passes_intercepted,1.0
passes_blocked,3.0
dispossessed,1.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,0.0
sca,2.0
gca,0.0
xg,0.1
crosses_into_penalty_area,0.0
passes_into_final_third,9.0
passes_into_penalty_area,0.0
progressive_passes,5.0
carry_progressive_distance,58.0
assisted_shots,2.0
fouled,1.0
pens_won,0.0
tackles,5.0
interceptions,0.0
blocks,6.0
tackles_won,2.0
dribble_tackles,0.0
dribbles_vs,4.0
pressures,61.0
pressure_regains,18.0
clearances,1.0
errors,0.0
aerials_won,2.0
aerials_lost,6.0
ball_recoveries,26.0
pens_conceded,0.0
fouls,4.0
cards_yellow_red,0.0
