position,FW
minutes,1782.0
passes_completed,277.0
passes,377.0
dribbles_completed,14.0
dribbles,22.0
passes_completed_short,147.0
passes_short,195.0
passes_completed_medium,96.0
passes_medium,123.0
passes_completed_long,23.0
passes_long,34.0
passes_total_distance,4417.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,115.0
passes_switches,12.0
crosses,7.0
corner_kicks,0.0
passes_intercepted,6.0
passes_blocked,11.0
dispossessed,30.0
goals,5.0
assists,1.0
pens_made,0.0
pens_att,1.0
shots_total,35.0
shots_on_target,17.0
sca,27.0
gca,3.0
xg,4.8999999999999995
crosses_into_penalty_area,0.0
passes_into_final_third,21.0
passes_into_penalty_area,2.0
progressive_passes,12.0
carry_progressive_distance,566.0
assisted_shots,11.0
fouled,14.0
pens_won,0.0
tackles,14.0
interceptions,5.0
blocks,18.0
tackles_won,10.0
dribble_tackles,0.0
dribbles_vs,5.0
pressures,313.0
pressure_regains,78.0
clearances,26.0
errors,0.0
aerials_won,58.0
aerials_lost,92.0
ball_recoveries,60.0
pens_conceded,0.0
fouls,43.0
cards_yellow_red,0.0
