position,CB
minutes,2559.0
passes_completed,1167.0
passes,1379.0
dribbles_completed,0.0
dribbles,0.0
passes_completed_short,228.0
passes_short,255.0
passes_completed_medium,675.0
passes_medium,747.0
passes_completed_long,252.0
passes_long,352.0
passes_total_distance,27198.0
passes_free_kicks,39.0
through_balls,2.0
passes_pressure,195.0
passes_switches,37.0
crosses,3.0
corner_kicks,0.0
passes_intercepted,10.0
passes_blocked,14.0
dispossessed,3.0
goals,2.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,13.0
shots_on_target,4.0
sca,10.0
gca,1.0
xg,1.8
crosses_into_penalty_area,0.0
passes_into_final_third,69.0
passes_into_penalty_area,3.0
progressive_passes,71.0
carry_progressive_distance,2880.0
assisted_shots,6.0
fouled,8.0
pens_won,0.0
tackles,41.0
interceptions,24.0
blocks,52.0
tackles_won,26.0
dribble_tackles,15.0
dribbles_vs,27.0
pressures,190.0
pressure_regains,66.0
clearances,208.0
errors,1.0
aerials_won,134.0
aerials_lost,77.0
ball_recoveries,297.0
pens_conceded,1.0
fouls,21.0
cards_yellow_red,0.0
