position,RW
minutes,495.0
passes_completed,134.0
passes,172.0
dribbles_completed,13.0
dribbles,23.0
passes_completed_short,79.0
passes_short,89.0
passes_completed_medium,39.0
passes_medium,46.0
passes_completed_long,10.0
passes_long,23.0
passes_total_distance,1993.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,42.0
passes_switches,7.0
crosses,12.0
corner_kicks,11.0
passes_intercepted,5.0
passes_blocked,7.0
dispossessed,8.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,2.0
sca,16.0
gca,1.0
xg,0.7000000000000001
crosses_into_penalty_area,4.0
passes_into_final_third,3.0
passes_into_penalty_area,7.0
progressive_passes,11.0
carry_progressive_distance,812.0
assisted_shots,7.0
fouled,7.0
pens_won,0.0
tackles,10.0
interceptions,4.0
blocks,11.0
tackles_won,5.0
dribble_tackles,6.0
dribbles_vs,12.0
pressures,127.0
pressure_regains,24.0
clearances,2.0
errors,0.0
aerials_won,0.0
aerials_lost,7.0
ball_recoveries,26.0
pens_conceded,0.0
fouls,4.0
cards_yellow_red,0.0
