position,CM
minutes,1680.0
passes_completed,630.0
passes,818.0
dribbles_completed,6.0
dribbles,11.0
passes_completed_short,240.0
passes_short,287.0
passes_completed_medium,246.0
passes_medium,280.0
passes_completed_long,115.0
passes_long,202.0
passes_total_distance,12698.0
passes_free_kicks,41.0
through_balls,0.0
passes_pressure,138.0
passes_switches,50.0
crosses,9.0
corner_kicks,22.0
passes_intercepted,11.0
passes_blocked,22.0
dispossessed,15.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,11.0
shots_on_target,3.0
sca,28.0
gca,3.0
xg,0.30000000000000004
crosses_into_penalty_area,0.0
passes_into_final_third,62.0
passes_into_penalty_area,8.0
progressive_passes,54.0
carry_progressive_distance,894.0
assisted_shots,18.0
fouled,18.0
pens_won,0.0
tackles,77.0
interceptions,14.0
blocks,35.0
tackles_won,42.0
dribble_tackles,30.0
dribbles_vs,69.0
pressures,419.0
pressure_regains,125.0
clearances,19.0
errors,1.0
aerials_won,15.0
aerials_lost,18.0
ball_recoveries,244.0
pens_conceded,0.0
fouls,31.0
cards_yellow_red,0.0
