position,LM
minutes,299.0
passes_completed,69.0
passes,99.0
dribbles_completed,4.0
dribbles,7.0
passes_completed_short,25.0
passes_short,29.0
passes_completed_medium,38.0
passes_medium,48.0
passes_completed_long,5.0
passes_long,12.0
passes_total_distance,1271.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,23.0
passes_switches,2.0
crosses,5.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,7.0
dispossessed,5.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,6.0
gca,0.0
xg,0.0
crosses_into_penalty_area,1.0
passes_into_final_third,7.0
passes_into_penalty_area,4.0
progressive_passes,15.0
carry_progressive_distance,308.0
assisted_shots,3.0
fouled,1.0
pens_won,0.0
tackles,8.0
interceptions,2.0
blocks,5.0
tackles_won,2.0
dribble_tackles,3.0
dribbles_vs,15.0
pressures,77.0
pressure_regains,19.0
clearances,3.0
errors,1.0
aerials_won,1.0
aerials_lost,4.0
ball_recoveries,21.0
pens_conceded,0.0
fouls,3.0
cards_yellow_red,0.0
