position,DM
minutes,1031.0
passes_completed,406.0
passes,555.0
dribbles_completed,14.0
dribbles,18.0
passes_completed_short,116.0
passes_short,132.0
passes_completed_medium,170.0
passes_medium,205.0
passes_completed_long,118.0
passes_long,206.0
passes_total_distance,10087.0
passes_free_kicks,31.0
through_balls,3.0
passes_pressure,114.0
passes_switches,57.0
crosses,13.0
corner_kicks,26.0
passes_intercepted,13.0
passes_blocked,8.0
dispossessed,9.0
goals,2.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,21.0
shots_on_target,5.0
sca,25.0
gca,4.0
xg,0.6
crosses_into_penalty_area,1.0
passes_into_final_third,72.0
passes_into_penalty_area,13.0
progressive_passes,63.0
carry_progressive_distance,993.0
assisted_shots,15.0
fouled,2.0
pens_won,0.0
tackles,17.0
interceptions,3.0
blocks,12.0
tackles_won,9.0
dribble_tackles,3.0
dribbles_vs,16.0
pressures,163.0
pressure_regains,48.0
clearances,24.0
errors,0.0
aerials_won,10.0
aerials_lost,7.0
ball_recoveries,136.0
pens_conceded,0.0
fouls,7.0
cards_yellow_red,0.0
