position,RM
minutes,33
passes_completed,8
passes,9
dribbles_completed,2
dribbles,2
passes_completed_short,3
passes_short,3
passes_completed_medium,2
passes_medium,2
passes_completed_long,2
passes_long,2
passes_total_distance,166
passes_free_kicks,0
through_balls,1
passes_pressure,1
passes_switches,2
crosses,0
corner_kicks,0
passes_intercepted,1
passes_blocked,0
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,3
gca,0
xg,0.1
crosses_into_penalty_area,0
passes_into_final_third,3
passes_into_penalty_area,1
progressive_passes,2
carry_progressive_distance,55
assisted_shots,2
fouled,1
pens_won,0
tackles,0
interceptions,0
blocks,0
tackles_won,0
dribble_tackles,0
dribbles_vs,0
pressures,12
pressure_regains,2
clearances,0
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,1
pens_conceded,0
fouls,0
cards_yellow_red,0
