position,LM
minutes,90
passes_completed,15
passes,16
dribbles_completed,1
dribbles,3
passes_completed_short,10
passes_short,10
passes_completed_medium,4
passes_medium,4
passes_completed_long,1
passes_long,2
passes_total_distance,221
passes_free_kicks,0
through_balls,0
passes_pressure,4
passes_switches,1
crosses,1
corner_kicks,0
passes_intercepted,0
passes_blocked,0
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,4
shots_on_target,1
sca,4
gca,0
xg,0.4
crosses_into_penalty_area,0
passes_into_final_third,1
passes_into_penalty_area,0
progressive_passes,2
carry_progressive_distance,155
assisted_shots,0
fouled,1
pens_won,0
tackles,2
interceptions,1
blocks,0
tackles_won,2
dribble_tackles,1
dribbles_vs,2
pressures,19
pressure_regains,3
clearances,0
errors,0
aerials_won,0
aerials_lost,2
ball_recoveries,6
pens_conceded,0
fouls,0
cards_yellow_red,0
