position,RM
minutes,332.0
passes_completed,79.0
passes,130.0
dribbles_completed,1.0
dribbles,2.0
passes_completed_short,36.0
passes_short,46.0
passes_completed_medium,28.0
passes_medium,45.0
passes_completed_long,12.0
passes_long,29.0
passes_total_distance,1469.0
passes_free_kicks,4.0
through_balls,0.0
passes_pressure,27.0
passes_switches,5.0
crosses,11.0
corner_kicks,13.0
passes_intercepted,4.0
passes_blocked,8.0
dispossessed,2.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,7.0
shots_on_target,3.0
sca,9.0
gca,0.0
xg,0.6000000000000001
crosses_into_penalty_area,0.0
passes_into_final_third,9.0
passes_into_penalty_area,1.0
progressive_passes,11.0
carry_progressive_distance,415.0
assisted_shots,6.0
fouled,1.0
pens_won,0.0
tackles,1.0
interceptions,2.0
blocks,5.0
tackles_won,1.0
dribble_tackles,1.0
dribbles_vs,2.0
pressures,47.0
pressure_regains,7.0
clearances,6.0
errors,0.0
aerials_won,1.0
aerials_lost,3.0
ball_recoveries,21.0
pens_conceded,0.0
fouls,0.0
cards_yellow_red,0.0
