position,DM
minutes,2795.0
passes_completed,1087.0
passes,1284.0
dribbles_completed,17.0
dribbles,21.0
passes_completed_short,382.0
passes_short,456.0
passes_completed_medium,527.0
passes_medium,589.0
passes_completed_long,170.0
passes_long,203.0
passes_total_distance,22063.0
passes_free_kicks,14.0
through_balls,1.0
passes_pressure,191.0
passes_switches,41.0
crosses,7.0
corner_kicks,0.0
passes_intercepted,20.0
passes_blocked,25.0
dispossessed,16.0
goals,4.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,20.0
shots_on_target,5.0
sca,19.0
gca,1.0
xg,1.3
crosses_into_penalty_area,1.0
passes_into_final_third,55.0
passes_into_penalty_area,4.0
progressive_passes,58.0
carry_progressive_distance,2168.0
assisted_shots,7.0
fouled,9.0
pens_won,0.0
tackles,68.0
interceptions,23.0
blocks,53.0
tackles_won,40.0
dribble_tackles,23.0
dribbles_vs,62.0
pressures,573.0
pressure_regains,164.0
clearances,95.0
errors,3.0
aerials_won,90.0
aerials_lost,70.0
ball_recoveries,302.0
pens_conceded,1.0
fouls,30.0
cards_yellow_red,0.0
