position,CM
minutes,444.0
passes_completed,159.0
passes,198.0
dribbles_completed,3.0
dribbles,3.0
passes_completed_short,77.0
passes_short,88.0
passes_completed_medium,64.0
passes_medium,82.0
passes_completed_long,14.0
passes_long,23.0
passes_total_distance,2755.0
passes_free_kicks,2.0
through_balls,0.0
passes_pressure,21.0
passes_switches,4.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,0.0
dispossessed,3.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,0.0
sca,5.0
gca,0.0
xg,0.1
crosses_into_penalty_area,0.0
passes_into_final_third,9.0
passes_into_penalty_area,0.0
progressive_passes,10.0
carry_progressive_distance,231.0
assisted_shots,1.0
fouled,5.0
pens_won,0.0
tackles,10.0
interceptions,5.0
blocks,7.0
tackles_won,8.0
dribble_tackles,0.0
dribbles_vs,2.0
pressures,61.0
pressure_regains,21.0
clearances,11.0
errors,0.0
aerials_won,11.0
aerials_lost,7.0
ball_recoveries,71.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
