position,WB
minutes,504.0
passes_completed,179.0
passes,242.0
dribbles_completed,6.0
dribbles,6.0
passes_completed_short,92.0
passes_short,105.0
passes_completed_medium,66.0
passes_medium,81.0
passes_completed_long,15.0
passes_long,40.0
passes_total_distance,2998.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,46.0
passes_switches,6.0
crosses,12.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,14.0
dispossessed,4.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,0.0
sca,11.0
gca,1.0
xg,0.30000000000000004
crosses_into_penalty_area,3.0
passes_into_final_third,15.0
passes_into_penalty_area,7.0
progressive_passes,23.0
carry_progressive_distance,550.0
assisted_shots,5.0
fouled,1.0
pens_won,0.0
tackles,15.0
interceptions,7.0
blocks,14.0
tackles_won,6.0
dribble_tackles,5.0
dribbles_vs,16.0
pressures,124.0
pressure_regains,26.0
clearances,20.0
errors,0.0
aerials_won,1.0
aerials_lost,1.0
ball_recoveries,35.0
pens_conceded,0.0
fouls,5.0
cards_yellow_red,0.0
