position,LW
minutes,1179.0
passes_completed,359.0
passes,444.0
dribbles_completed,32.0
dribbles,61.0
passes_completed_short,184.0
passes_short,214.0
passes_completed_medium,137.0
passes_medium,164.0
passes_completed_long,30.0
passes_long,38.0
passes_total_distance,5995.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,100.0
passes_switches,11.0
crosses,22.0
corner_kicks,1.0
passes_intercepted,5.0
passes_blocked,28.0
dispossessed,38.0
goals,3.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,36.0
shots_on_target,11.0
sca,54.0
gca,3.0
xg,5.1000000000000005
crosses_into_penalty_area,3.0
passes_into_final_third,19.0
passes_into_penalty_area,12.0
progressive_passes,32.0
carry_progressive_distance,3115.0
assisted_shots,22.0
fouled,33.0
pens_won,0.0
tackles,17.0
interceptions,2.0
blocks,10.0
tackles_won,9.0
dribble_tackles,8.0
dribbles_vs,28.0
pressures,290.0
pressure_regains,61.0
clearances,6.0
errors,0.0
aerials_won,20.0
aerials_lost,25.0
ball_recoveries,89.0
pens_conceded,0.0
fouls,20.0
cards_yellow_red,0.0
