position,AM
minutes,314.0
passes_completed,107.0
passes,137.0
dribbles_completed,22.0
dribbles,34.0
passes_completed_short,67.0
passes_short,77.0
passes_completed_medium,28.0
passes_medium,37.0
passes_completed_long,11.0
passes_long,20.0
passes_total_distance,1663.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,43.0
passes_switches,3.0
crosses,12.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,4.0
dispossessed,17.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,10.0
shots_on_target,5.0
sca,21.0
gca,0.0
xg,0.4
crosses_into_penalty_area,3.0
passes_into_final_third,7.0
passes_into_penalty_area,9.0
progressive_passes,13.0
carry_progressive_distance,955.0
assisted_shots,6.0
fouled,9.0
pens_won,0.0
tackles,6.0
interceptions,1.0
blocks,6.0
tackles_won,4.0
dribble_tackles,1.0
dribbles_vs,6.0
pressures,85.0
pressure_regains,25.0
clearances,0.0
errors,0.0
aerials_won,2.0
aerials_lost,4.0
ball_recoveries,19.0
pens_conceded,0.0
fouls,7.0
cards_yellow_red,0.0
