position,LM
minutes,1590.0
passes_completed,412.0
passes,539.0
dribbles_completed,31.0
dribbles,61.0
passes_completed_short,244.0
passes_short,297.0
passes_completed_medium,135.0
passes_medium,171.0
passes_completed_long,20.0
passes_long,38.0
passes_total_distance,5939.0
passes_free_kicks,1.0
through_balls,2.0
passes_pressure,133.0
passes_switches,6.0
crosses,28.0
corner_kicks,0.0
passes_intercepted,14.0
passes_blocked,24.0
dispossessed,29.0
goals,5.0
assists,6.0
pens_made,0.0
pens_att,0.0
shots_total,48.0
shots_on_target,20.0
sca,65.0
gca,13.0
xg,7.300000000000001
crosses_into_penalty_area,2.0
passes_into_final_third,24.0
passes_into_penalty_area,34.0
progressive_passes,74.0
carry_progressive_distance,3365.0
assisted_shots,24.0
fouled,19.0
pens_won,1.0
tackles,19.0
interceptions,6.0
blocks,16.0
tackles_won,10.0
dribble_tackles,5.0
dribbles_vs,19.0
pressures,239.0
pressure_regains,58.0
clearances,3.0
errors,1.0
aerials_won,17.0
aerials_lost,28.0
ball_recoveries,83.0
pens_conceded,0.0
fouls,15.0
cards_yellow_red,0.0
