position,LM
minutes,244.0
passes_completed,54.0
passes,79.0
dribbles_completed,1.0
dribbles,4.0
passes_completed_short,35.0
passes_short,42.0
passes_completed_medium,17.0
passes_medium,21.0
passes_completed_long,0.0
passes_long,8.0
passes_total_distance,670.0
passes_free_kicks,0.0
through_balls,1.0
passes_pressure,19.0
passes_switches,0.0
crosses,4.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,4.0
dispossessed,1.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,1.0
sca,3.0
gca,0.0
xg,0.4
crosses_into_penalty_area,1.0
passes_into_final_third,4.0
passes_into_penalty_area,4.0
progressive_passes,3.0
carry_progressive_distance,257.0
assisted_shots,2.0
fouled,1.0
pens_won,0.0
tackles,6.0
interceptions,2.0
blocks,7.0
tackles_won,2.0
dribble_tackles,2.0
dribbles_vs,8.0
pressures,37.0
pressure_regains,9.0
clearances,3.0
errors,0.0
aerials_won,2.0
aerials_lost,2.0
ball_recoveries,23.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
