position,RM
minutes,89
passes_completed,18
passes,26
dribbles_completed,2
dribbles,2
passes_completed_short,6
passes_short,7
passes_completed_medium,9
passes_medium,12
passes_completed_long,3
passes_long,4
passes_total_distance,385
passes_free_kicks,0
through_balls,1
passes_pressure,6
passes_switches,0
crosses,3
corner_kicks,0
passes_intercepted,1
passes_blocked,3
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,3
shots_on_target,2
sca,5
gca,0
xg,0.1
crosses_into_penalty_area,1
passes_into_final_third,3
passes_into_penalty_area,2
progressive_passes,4
carry_progressive_distance,253
assisted_shots,1
fouled,2
pens_won,0
tackles,2
interceptions,6
blocks,0
tackles_won,2
dribble_tackles,0
dribbles_vs,1
pressures,30
pressure_regains,7
clearances,1
errors,0
aerials_won,0
aerials_lost,3
ball_recoveries,6
pens_conceded,0
fouls,1
cards_yellow_red,0
